0.015,8.7322479e+02
0.045,8.7340704e+02
0.075,8.7366437e+02
0.105,8.7398358e+02
0.135,8.7438330e+02
0.165,8.7485327e+02
0.195,8.7538647e+02
0.225,8.7599017e+02
0.255,8.7664990e+02
0.285,8.7736932e+02
0.315,8.7815247e+02
0.345,8.7899707e+02
0.375,8.7990625e+02
0.405,8.8086780e+02
0.435,8.8187762e+02
0.465,8.8293195e+02
0.495,8.8402209e+02
0.525,8.8515686e+02
0.555,8.8632581e+02
0.585,8.8752289e+02
0.615,8.8873798e+02
0.645,8.8996722e+02
0.675,8.9121228e+02
0.705,8.9248187e+02
0.735,8.9374817e+02
0.765,8.9500586e+02
0.795,8.9627441e+02
0.825,8.9755902e+02
0.855,8.9882050e+02
0.885,9.0005170e+02
0.915,9.0127783e+02
0.945,9.0247992e+02
0.975,9.0363275e+02
1.005,9.0476190e+02
1.035,9.0585791e+02
1.065,9.0691272e+02
1.095,9.0790417e+02
1.125,9.0886072e+02
1.155,9.0976074e+02
1.185,9.1060938e+02
1.215,9.1139362e+02
1.245,9.1211609e+02
1.275,9.1277460e+02
1.305,9.1336200e+02
1.335,9.1389099e+02
1.365,9.1434552e+02
1.395,9.1472803e+02
1.425,9.1503778e+02
1.455,9.1526129e+02
1.485,9.1549243e+02
