0.001,-85.56993232,7.021395873
0.003,-88.48970802,7.021395873
0.01,-103.0911794,7.102816343
0.03,-90.43632117,6.94046108
0.1,-102.1176135,7.184705979
0.3,-109.9066786,6.780117993
1,-143.0239294,7.26704892
3,-196.643,6.860029
10,-253.2499746,7.184705979
30,-297.214,7.184706
100,-322.633065,7.021395873
300,-302.101,7.267049
1000,-311.8771948,6.94046108
