1.679999999999999907e-04,2.954300876688039090e-01
5.039999999999999992e-04,2.948419364340131854e-01
8.400000000000000348e-04,2.936633970253504922e-01
1.175999999999999962e-03,2.918898053990493513e-01
1.511999999999999889e-03,2.895142341002026609e-01
1.847999999999999816e-03,2.865277356775615125e-01
2.184000000000000177e-03,2.829196542354023847e-01
2.519999999999999671e-03,2.786779905754327435e-01
2.856000000000000032e-03,2.737898042552430189e-01
3.191999999999999525e-03,2.682416346627974346e-01
3.527999999999999886e-03,2.620199229123001960e-01
3.863999999999999813e-03,2.551114169914545649e-01
4.199999999999999740e-03,2.475035440687755328e-01
4.536000000000000101e-03,2.391847360913602338e-01
4.871999999999999595e-03,2.301446976185521909e-01
5.207999999999999088e-03,2.203746080651805828e-01
5.544000000000000317e-03,2.098672539698341333e-01
5.879999999999999810e-03,1.986170903520282915e-01
6.215999999999999304e-03,1.866202334763022719e-01
6.551999999999999665e-03,1.738743902197473767e-01
6.888000000000000025e-03,1.603787315920306156e-01
7.223999999999999519e-03,1.461337196741231692e-01
7.559999999999999012e-03,1.311408982602227380e-01
7.896000000000000241e-03,1.154026577910691048e-01
8.231999999999999734e-03,9.892198478935738948e-02
8.415999999999999870e-03,8.948980299062482546e-02
8.448000000000000648e-03,8.784275042663684807e-02
8.479999999999999691e-03,8.618902761755772857e-02
8.511999999999998734e-03,8.452863742422110638e-02
8.543999999999999512e-03,8.286158269076215888e-02
8.576000000000000290e-03,8.118786624271509544e-02
8.607999999999999333e-03,7.950749088511112339e-02
8.639999999999998376e-03,7.782045940058567035e-02
8.671999999999999154e-03,7.612677454749589012e-02
8.703999999999999931e-03,7.442643905804742499e-02
8.735999999999998974e-03,7.271945563642986943e-02
8.767999999999999752e-03,7.100582695696135149e-02
8.799999999999998795e-03,6.928555566224321727e-02
8.831999999999999573e-03,6.755864436132247297e-02
8.864000000000000351e-03,6.582509562786494073e-02
8.895999999999999394e-03,6.408491199833656060e-02
8.927999999999998437e-03,6.233809597019392829e-02
8.959999999999999215e-03,6.058465000008422113e-02
8.991999999999999993e-03,5.882457650205411004e-02
9.023999999999999036e-03,5.705787784576715760e-02
9.055999999999999814e-03,5.528455635472977886e-02
9.087999999999998857e-03,5.350461430452682632e-02
9.119999999999999635e-03,5.171805392106412075e-02
9.152000000000000413e-03,4.992487737882063403e-02
9.183999999999999456e-03,4.812508679910777742e-02
9.208000000000000906e-03,4.677028016263828220e-02
9.223999999999999561e-03,4.586542323775143204e-02
9.239999999999999949e-03,4.495891405820661574e-02
9.256000000000000338e-03,4.405075286622087138e-02
9.271999999999998993e-03,4.314093990025870407e-02
9.288000000000001116e-03,4.222947539497833025e-02
9.303999999999999770e-03,4.131635958117958057e-02
9.319999999999998425e-03,4.040159268574943646e-02
9.336000000000000548e-03,3.948517493160964842e-02
9.351999999999999202e-03,3.856710653766435432e-02
9.368000000000001326e-03,3.764738771874589357e-02
9.383999999999999980e-03,3.672601868556361199e-02
9.399999999999998634e-03,3.580299964464986329e-02
9.416000000000000758e-03,3.487833079830798821e-02
9.431999999999999412e-03,3.395201234456046713e-02
9.447999999999999801e-03,3.302404447709519214e-02
9.464000000000000190e-03,3.209442738521424421e-02
9.479999999999998844e-03,3.116316125378123386e-02
9.496000000000000968e-03,3.023024626316872174e-02
9.511999999999999622e-03,2.929568258920719689e-02
9.528000000000000011e-03,2.835947040313162651e-02
9.544000000000000400e-03,2.742160987153055909e-02
9.559999999999999054e-03,2.648210115629379136e-02
9.576000000000001178e-03,2.554094441456007322e-02
9.591999999999999832e-03,2.459813979866640188e-02
9.607999999999998486e-03,2.365368745609489759e-02
9.624000000000000610e-03,2.270758752942169181e-02
9.639999999999999264e-03,2.175984015626580489e-02
9.655999999999999653e-03,2.081044546923616415e-02
9.672000000000000042e-03,1.985940359588108869e-02
9.687999999999998696e-03,1.890671465863625125e-02
9.704000000000000820e-03,1.795237877477267804e-02
9.719999999999999474e-03,1.699639605634631345e-02
9.735999999999999863e-03,1.603876661014499994e-02
9.752000000000000252e-03,1.507949053763808084e-02
9.767999999999998906e-03,1.411856793492440899e-02
9.784000000000001029e-03,1.315599889268040910e-02
9.799999999999999684e-03,1.219178349610965627e-02
9.815999999999998338e-03,1.122592182488995997e-02
9.832000000000000461e-03,1.025841395312241007e-02
9.847999999999999116e-03,9.289259949280419260e-03
9.864000000000001239e-03,8.318459876156623217e-03
9.879999999999999893e-03,7.346013790812925756e-03
9.895999999999998548e-03,6.371921744527329554e-03
9.912000000000000671e-03,5.396183782742854616e-03
9.927999999999999325e-03,4.418799945016406439e-03
9.943999999999999714e-03,3.439770264965577671e-03
9.960000000000000103e-03,2.459094770217946924e-03
9.975999999999998757e-03,1.476773482358729366e-03
9.992000000000000881e-03,4.928064168783751744e-04
