0,350162.09
1,350944.62
2,353666.28
3,357725.69
4,362319.78
5,366903.81
6,371061.56
7,374521.69
8,377145.25
9,378839.97
10,379555.66
11,379307.94
12,378111.44
13,376043.97
14,373155.94
15,369513.5
16,365116.03
17,360085.56
18,354491.44
19,348426.97
20,341991.81
21,335312.34
22,328609.69
23,322010.97
24,315613.97
25,309490.97
26,303700.31
27,298268.5
28,293195.03
29,288489.59
30,284140.69
31,280126.91
32,276423.12
33,272994.44
34,269798.28
35,266801.84
36,263971.97
37,261235.38
38,258563
39,255915.77
40,253262.64
41,250614.25
42,248131.77
43,245799.22
44,243637.97
45,241706.78
46,239963.62
47,238368.34
48,237051.73
49,235933.27
50,235248.66
51,234616.98
52,234128.5
53,233856.81
54,233839.89
55,234029.67
56,234495.73
57,235087.61
58,235853.83
59,236786.67
60,237859.67
61,239105.42
62,240544.45
63,242158.31
64,243951.52
65,245920.22
66,248058.61
67,250359.41
68,252976.75
69,255609.81
70,258384.14
71,261256.27
72,264231.19
73,267294.84
74,270432.09
75,273627.69
76,276863.62
77,280123.44
78,283389.38
79,286643.69
80,289869.41
81,293049.34
82,296167.44
83,299208.22
84,302157.19
85,305001.41
86,307728.16
87,310324.91
88,312786.12
89,315106.97
90,317284.5
91,319317
92,321205.16
93,322950.88
94,324557.56
95,326031.09
96,327378.62
97,328607.91
98,329728.09
99,330747.97
100,331676.97
101,332528
102,333315.81
103,334052
104,334748.25
105,335415
106,336062.25
107,336699.19
108,337334.53
109,337975.88
110,338630.16
111,339303.12
112,339999.41
113,340723.19
114,341477.31
115,342263.69
116,343083.66
117,343937.38
118,344823.91
119,345741.81
120,346688.41
121,347659.41
122,348650.53
123,349657.09
124,350673.78
125,351695.41
126,352716.19
127,353730.12
128,354731.28
129,355713.34
130,356669.91
131,357595.12
132,358483.06
133,359327.97
134,360124.88
135,360868.69
136,361554.72
137,362179.25
138,362738.94
139,363230.94
140,363653.56
141,364005.41
142,364285.56
143,364494.19
144,364631.69
145,364698.94
146,364697.84
147,364630.41
148,364498.97
149,364306.72
150,364056.94
151,363752.94
152,363398.94
153,362998.97
154,362557
155,362077.66
156,361565.25
157,361024
158,360458.59
159,359873.16
160,359271.53
161,358657.97
162,358036.44
163,357410.78
164,356785.03
165,356162.72
166,355546.62
167,354939.84
168,354344.78
169,353763.53
170,353198.22
171,352634.97
172,352099.38
173,351588.03
174,351098.81
175,350631.91
176,350187.88
177,349766.69
178,349368.16
179,348992.25
180,348638.44
181,348306.09
182,347994.75
183,347703.38
184,347430.91
185,347176.44
186,346938.56
187,346715.88
188,346507.09
189,346310.69
190,346125.12
191,345949.06
192,345780.94
193,345619.16
194,345462.41
195,345309.12
196,345157.75
197,345007.09
198,344855.66
199,344702.16
200,344545.66
201,344385
202,344219.28
203,344048.03
204,343870.5
205,343686.25
206,343495.25
207,343297.25
208,343092.25
209,342880.56
210,342662.41
211,342438.06
212,342208.25
213,341973.41
214,341734.12
215,341491.22
216,341245.34
217,340997.16
218,340747.56
219,340497.22
220,340246.72
221,339996.97
222,339748.47
223,339501.78
224,339257.66
225,339016.47
226,338778.62
227,338544.75
228,338315.09
229,338089.81
230,337869.44
231,337654
232,337443.56
233,337238.41
234,337038.44
235,336843.56
236,336653.94
237,336469.34
238,336289.59
239,336114.75
240,335944.53
241,335778.75
242,335617.41
243,335460.22
244,335306.97
245,335157.69
246,335012.09
247,334870
248,334731.44
249,334596.22
250,334464.09
251,334335.22
252,334209.38
253,334086.44
254,333966.56
255,333849.59
256,333735.47
257,333624.38
258,333516.22
259,333410.91
260,333308.75
261,333209.59
262,333113.47
263,333020.62
264,332930.94
265,332844.47
266,332761.41
267,332681.75
268,332605.44
269,332532.72
270,332463.53
271,332397.84
272,332335.84
273,332277.41
274,332222.53
275,332171.31
276,332123.66
277,332079.47
278,332038.81
279,332001.53
280,331967.5
281,331936.78
282,331909.19
283,331884.47
284,331862.72
285,331843.69
286,331827.16
287,331813.16
288,331801.41
289,331791.69
290,331784
291,331778.09
292,331773.72
293,331770.94
294,331769.41
295,331768.91
296,331769.34
297,331770.28
298,331791.28
299,331796.69
300,331800.88
301,331804.03
302,331806.53
303,331808.28
304,331809.34
305,331809.94
306,331810.06
307,331809.69
308,331809.06
309,331808.22
310,331807.16
311,331806.19
312,331805.25
313,331804.38
314,331803.72
315,331803.28
316,331803
317,331803.12
318,331803.59
319,331804.34
320,331805.62
321,331807.34
322,331809.47
323,331812.19
324,331815.38
325,331818.97
326,331823.16
327,331827.75
328,331832.69
329,331838.12
330,331843.91
331,331849.97
332,331856.38
333,331863
334,331869.69
335,331876.56
336,331883.44
337,331890.12
338,331896.78
339,331903.19
340,331909.19
341,331914.97
342,331920.28
343,331925.06
344,331929.44
345,331933.22
346,331936.38
347,331939
348,331940.97
349,331942.22
350,331942.94
351,331942.97
352,331942.28
353,331941.06
354,331939.19
355,331936.56
356,331933.5
357,331929.84
358,331925.62
359,331921
360,331915.94
361,331910.38
362,331904.56
363,331898.41
364,331891.84
365,331885.16
366,331878.22
367,331870.97
368,331863.69
369,331856.25
370,331848.59
371,331840.94
372,331833.19
373,331825.28
374,331817.41
375,331809.44
376,331801.34
377,331793.28
378,331785.16
379,331776.88
380,331768.59
381,331760.22
382,331751.66
383,331743.06
384,331734.31
385,331725.34
386,331716.28
387,331707
388,331697.41
389,331687.69
390,331677.66
391,331667.28
392,331656.72
393,331645.78
394,331634.44
395,331622.84
396,331610.84
397,331598.38
398,331585.62
399,331572.44
400,331558.78
401,331544.81
402,331530.38
403,331515.44
404,331500.22
405,331484.53
406,331468.34
407,331451.88
408,331434.97
409,331417.59
410,331399.94
411,331381.91
412,331363.44
413,331344.69
414,331325.62
415,331306.16
416,331286.5
417,331266.5
418,331246.19
419,331225.69
420,331204.97
421,331183.91
422,331162.75
423,331141.38
424,331119.75
425,331098.03
426,331076.16
427,331054.03
428,331031.91
429,331009.62
430,330987.12
431,330964.66
432,330942.06
433,330919.31
434,330896.56
435,330873.75
436,330850.78
437,330827.84
438,330804.81
439,330781.69
440,330758.59
441,330735.44
442,330712.19
443,330688.97
444,330665.72
445,330642.38
446,330619.09
447,330595.75
448,330572.34
449,330548.97
450,330525.59
451,330502.12
452,330478.75
453,330455.34
454,330431.88
455,330408.5
456,330385.09
457,330361.62
458,330338.25
459,330314.88
460,330291.44
461,330268.12
462,330244.81
463,330221.44
464,330198.19
465,330174.94
466,330151.66
467,330128.5
468,330105.38
469,330082.19
470,330059.16
471,330036.16
472,330013.12
473,329990.22
474,329967.34
475,329944.44
476,329921.69
477,329898.97
478,329876.19
479,329853.59
480,329831
481,329808.38
482,329785.91
483,329763.47
484,329741
485,329718.66
486,329696.34
487,329674
488,329651.78
489,329629.59
490,329607.38
491,329585.28
492,329563.22
493,329541.09
494,329519.12
495,329497.16
496,329475.12
497,329453.25
498,329431.38
499,329409.44
500,329387.66
501,329365.88
502,329344.03
503,329322.31
504,329300.59
505,329278.84
506,329257.22
507,329235.59
508,329213.94
509,329192.41
510,329170.88
511,329149.28
512,329127.84
513,329106.41
514,329084.91
515,329063.56
516,329042.22
517,329020.84
518,328999.59
519,328978.38
520,328957.12
521,328936
522,328914.91
523,328893.75
524,328872.75
525,328851.78
526,328830.75
527,328809.88
528,328789.03
529,328768.16
530,328747.41
531,328726.69
532,328705.88
533,328685
534,328663.84
535,328642.28
536,328620.47
537,328598.28
538,328575.66
539,328552.81
540,328529.66
541,328506.16
542,328482.56
543,328458.78
544,328434.81
545,328410.94
546,328387.06
547,328363.28
548,328339.81
549,328316.62
550,328293.69
551,328271.28
552,328249.25
553,328227.59
554,328206.53
555,328185.91
556,328165.62
557,328145.78
558,328126.22
559,328106.84
560,328087.81
561,328068.91
562,328050.09
563,328031.44
564,328012.84
565,327994.19
566,327975.66
567,327957.12
568,327938.53
569,327920.06
570,327901.62
571,327883.09
572,327864.75
573,327846.41
574,327828.03
575,327809.78
576,327791.59
577,327773.38
578,327755.28
579,327737.19
580,327719.03
581,327701
582,327682.97
583,327664.84
584,327646.81
585,327628.72
586,327610.53
587,327592.44
588,327574.25
589,327555.91
590,327537.62
591,327519.25
592,327500.75
593,327482.25
594,327463.69
595,327444.94
596,327426.28
597,327407.5
598,327388.62
599,327369.78
600,327350.91
601,327331.91
602,327312.97
603,327294.03
